sap;descricao;unidade;custo_un;normas
361945;LAMPADA V MERCURIO 80W;UN;6.1;
361946;LAMPADA V MERCURIO 125W;UN;4.58;
361947;LAMPADA V SODIO TUB 400W;UN;20.38;
361948;LAMPADA V SODIO E-22/E-21 CLARA 50W;UN;16.53;
361950;LAMPADA V SODIO TUB 250W;UN;14.55;
361959;LAMPADA NEON P/INDICACAO TRAFO;UN;0.19;
361969;LAMPADA INCANDESC CLARA 60V;UN;2.2;
361973;LAMPADA INCANDESCENTE 2.4V;UN;0.01;
361992;LAMPADA FLUORESC COMPAC BR FRIA 45W 220V;UN;38.43;
361993;LAMPADA V MERCURIO 250W;UN;8.82;
361994;LAMPADA MISTA 220V 250W;UN;9.28;
361995;"LAMPADA LUZ MISTA;220V;250W;E-40;E";UN;9.53;
361996;LAMPADA MISTA 220V 500W;UN;29.28;
361997;LAMPADA V MERCURIO 400W;UN;16.46;
361998;"LÂMPADA VAPOR SÓDIO A.P.;70w;ELÍPTICO""";UN;8.0;
361999;LAMPADA V SODIO ELIPTICO 150W;UN;15.22;
367344;REATOR LAMP V MERCURIO 220V 80W;UN;24.12;
367345;"REATOR LAMP VS;EXT;50W;220V";UN;5.49;
367346;"REATOR LÂMPADA VAP.MERC;400W ;VER 60118";UN;23.04;
367347;REATOR LAMP V MERCURIO 220V 125W;UN;23.38;
367348;REATOR LAMP V MERCURIO 220V 250W;UN;28.42;
367360;REATOR LAMP V MERCURIO 220V 400W;UN;36.27;
367392;"REATOR LÂMPADA VAPOR MERCÚR.;VER 417134";UN;42.0;
367393;REATOR LAMP V SODIO 220V 70W;UN;30.44;
367394;REATOR LAMP V SODIO 220V 250W EXT;UN;46.01;
367395;"REATOR LÂMPADA VAPOR SÓDIO A.P.;100w;INT";UN;30.94;
367396;"REATOR LÂMPADA VAPOR SÓDIO A.P.;150w;EXT";UN;43.15;
367397;"REATOR LÂMPADA VAPOR SÓDIO A.P.;70w;INT.";UN;24.49;
368003;BANCO BATERIA ALCALINA 125V 250AH;UN;135000.0;
368004;KIT ADAPTADOR CPU GARNET 2,5;UN;53.0;
368009;ESTRUTURA P/TORRE ACO CARB 3500DAN;UN;20.0;
368020;SOFTWARE LICENCA IBM VS6-EPL-P-SSS-C;UN;4308.0;
368021;SOFTWARE LICENCA IBM VR7-OSTC-P-SSS-C;UN;1550.0;
368022;SOFTWARE LICENCA IBM VCS6-STD-P-SSS-C;UN;7400.0;
368023;SOFTWARE LICENCA IBM VS6-EPL-P-SSS-C;UN;4350.0;
368024;SOFTWARE LICENCA IBM VR7-OSTC-P-SSS-C;UN;1540.0;
368025;SOFTWARE LICENCA IBM VC-SRM8-25S-PSSS-C;UN;6100.0;
368026;MEMORIA RAM 16GB SAMSUNG M393B2G70BH0YH9;UN;1200.0;
368030;TRANSCEPTOR SR 10GBASE 300M;UN;10000.0;
368031;ABRACADEIRA T-50;UN;0.19;
368044;CONECTOR ELETRO TAP AZUL 0-0626437-1;UN;2.1;
368045;TERMINAL PLASTICO ANEL AZUL R1904S;UN;0.46;
368046;TERMINAL EMENDA AZUL COBRE;UN;0.83;
368047;TERMINAL EMENDA VERMELHO COBRE;UN;0.69;
368048;DESENGRAXANTE LIQ 0,9L DUPONT;UN;0.07;
368049;ANEL POLIMERICO FIXACAO ANTENA;UN;56.5;
368050;ARMARIO CPU 1.52X0.20X0.83M MDF TOK&STOK;UN;340.0;
368051;DISJUNTOR 690VCA 2500A SCHNEIDER;UN;24938.87;
368052;DISJUNTOR 690VCA 1250A SCHNEIDER;UN;9209.29;
368056;FIXADOR AUTO ADESIVO LKCSABERCO;UN;1.97;
368057;PARAFUSO CABECA SEXT ACO CARB 1,25X20MM;UN;0.44;
368058;BASE POLIMERICA P/ANTENA;UN;116.63;
368059;ARRUELA LISA ACO CARB 8X16X1,8MM;UN;0.15;
368060;DISCO RIGIDO HDD 600GB;UN;10000.0;
368061;ARRUELA VEDACAO ALUM 20 X 14 X 2 MM;UN;0.89;
368062;COMPUTADOR DE MAO SAMSUNG TAB S5E;UN;2250.0;
368066;SELANTE POLIURETANO SIKAFLEX;UN;0.29;
368084;TELEVISOR LED 32 POL TOSHIBA 32S5300;UN;1200.0;
368087;TELEVISOR LED 43 POL TOSHIBA 43S5300;UN;1800.0;
368103;SERVIDOR 600GB CISCO SMA-M695-K;UN;100000.0;
368106;DISCO HITACHI HNAS 4060;UN;614000.0;
368107;DISCO HITACHI BRZ-VSPG700-A0001.S;UN;614000.0;
368108;GAVETA P/DISCO HITACHI BRZ-VSPG700-UPG.S;UN;704000.0;
368109;ANEL QUARTZO BAUR 441-155;UN;4000.0;
368111;NO BREAK TRIF 2.2KVA 19A;UN;3000.0;
368131;FONE OUVIDO C/MICROFONE PT 1,35M;UN;0.01;
368132;ESMERILHADEIRA ELET 750W 127V BOSCH-GWS7;UN;480.0;
368137;EQUIPAMENTO P/OLEO VEGETAL ECOFLUID RE-2;UN;2000000.0;
368138;MARTELETE ELETRICO NAGANO NMD52CC;UN;1600.0;
368151;FONTE P/DETECTOR GAS ATS065T-A120;UN;600.0;
368153;NO BREAK MONOFASICO BIVOLT 10KVA;UN;15000.0;
368156;LONA PROTECAO TRANSFORMADOR 590X230MM;UN;500.0;
368157;LONA PROTECAO TRANSFORMADOR 590X200CM;UN;500.0;
368158;LONA PROTECAO TRANSFORMADOR 590X180CM;UN;500.0;
368159;ALICATE DE COMPRESSAO A BATERIA 12 TON;UN;22377.09;
368177;TERMINAL;UN;3200.0;
368191;PORTA PALETE HIDR 3000KG GARFO 1150MM;UN;2008.87;
368192;PORTA PALETE 600KG 300X240X80CM;UN;1605.17;
368212;FITA ARMAZENAMENTO DADOS 1TB;UN;1500.0;
368232;CADEIRA PRETA GIRAT ESPALDAR ALTO;UN;985.0;
368234;DISJUNTOR P/PAINEL 3P 200A NSX250B-200;UN;5390.99;
368237;CADEIRA PRETA HAWORTH-ZODY COMFORTO 89;UN;4600.0;
368274;TELEFONE MOVEL APPLE IPHONE XS MAX 512GB;UN;6510.0;
368278;REMOTA P/CT 24VCC BCM-GP3K-RMPST3101D5;UN;8846.73;
368287;IMPRESSORA LASER COLORIDA HP M452DW;UN;3500.0;
368303;FONTE ALIMENTACAO CISCO PWR-C5-1KWAC;UN;13000.0;
368304;CONTATOR 3P 220VCA SCHNEIDER LC1F400M7;UN;6139.0;
368306;CADEIRA UNIVERSITARIA POLIPROPILENO;UN;132.0;
368312;TRANSDUTOR CORRENTE YOKOGAWA 2283L;UN;2569.98;
368314;MODULO COMUNIC CISCO GLC-FE-100FX-RGD;UN;343.6;
368316;CABO FBR OTICA PARA RAIOS 36FBR 15,6MM;UN;16.65;
368317;IMPRESSORA LASER 1200DPI LASERJET HP PRO;UN;3500.0;
368318;CARRINHO PLATAFORMA VERDE CPC;UN;1350.0;
368333;MANOMETRO DISJ ABB 56631735;UN;4555.08;
368339;"TELEVISOR LED 75"" SMART TV UN75RU7100";UN;6000.0;
368340;"TELEVISOR LED 55"" SMART TV UN55RU7100GXZ";UN;3500.0;
368341;MONITOR LCD 34 POL DELL U3415W;UN;9000.0;
368342;CONTATOR 3NA 125VCC 32A WEG CWL32-00-30D;UN;289.8;
368343;CONTATO AUXILIAR WEG BCXMF-NC;UN;14.14;
368344;CONTATO AUXILIAR WEG BCXMF-NA;UN;14.14;
368345;BASE MAGNETICA TIPO A 506083E506084;UN;191.27;
368346;JUMPER P/TRANSMISSOR FEMEA/N-MACHO;UN;21.54;
368347;JUMPER P/TRANSMISSOR N-MACHO/BNC MACHO;UN;21.54;
368348;JUMPER TRANSMISSOR N-FEMEA/MINI UHF 0,5M;UN;35.0;
368349;KIT ABRACADEIRA 7/8 POL P/RADIO;UN;453.0;
368350;FILTRO DUPLEX 430-470 MHZ 250W;UN;10500.0;
368351;TELEFONE MOVEL APPLE IPHONE 11;UN;4700.0;
368354;BOIA P/CONTROLE NIVEL OLEO 6,35X66X50MM;UN;1385.0;
368357;COMPUTADOR DE MESA 2TB DELL-SILVER 4110;UN;8000.0;
368358;COMPUTADOR DE MESA 4TB DELL-SILVER 4110;UN;8000.0;
368359;BASE P/SIST COMUNICACAO ARS BMI-A;UN;191.27;
368360;JUMPER TRANSMISSOR N-FEMEA/MINI UHF;UN;21.54;
368363;PROJETOR VIDEO EPSON POWERLITE S41;UN;3000.0;
368364;ANEL FIXACAO EIXO NBR 70SHA P/DISJ 138KV;UN;907.25;
368366;INVERSOR FREQUENCIA MONOF 220VCA 7,5KVA;UN;50000.0;
368389;TERMINAL FEMEA ISOL PVC 1,1-2,6MM2 AZUL;UN;2.7;
368423;ALCOOL ETILICO 99,5% 1000ML PERSHY;UN;15.0;
368441;EXTENSOR ACO PERF L 25X25X8MM;UN;40.0;
368444;FONTE ALIMENT 100/240VCA 24VCC 72-85W;UN;931.5;
368445;TIRANTE ACO 1/4 POL X 3000MM;UN;114.0;
368446;ABRACADEIRA ACO CARB ROSCA 3/4 POL;UN;1.4;
368447;CONVERSOR ELETRO-OPTICO SISTF1014-241-LR;UN;3120.0;
368448;EXTENSAO P/FIB OPTICA SC FURUKAWA;UN;73.28;
368452;CONJUNTO VIAL 20ML TAMPA BI-MET P/CROMA;UN;2.06;
368453;REAGENTE P/KARL FISCHER;UN;1958.0;
371159;"PORTA-GLOBO POSTE ORNAM.;VIDRO C/REFLET";UN;506.2;
371160;"PORTA-CUPULA POSTE ORNAM.;C/CUBAS,FE ZI";UN;271.22;
371161;"PORTA-CUPULA POSTE ORNAM.;P/GLOBO GE110";UN;0.01;
371179;"PINÁCULO;REPARO P/PORTA CUPULA;GE1124,A";UN;0.34;
371180;"PINÁCULO GLOBO GE 2118;AL;DES.43595,R.2";UN;2.06;
371313;"BASE POSTE ORNAM.;FE FUND;MOD.15820/821";UN;0.01;
371315;"BASE POSTE ORNAM.;FE FUND.;MOD.15822/82";UN;0.01;
371331;"BASE POSTE ORNAM.;FE FUNDIDO;DES.27641";UN;0.34;
371346;"BASE POSTE ORNAM.;FE FUND.;DES.43181/18";UN;0.01;
371347;"BASE POSTE ORNAM.;FE FUND;DES.43321,FL.";UN;28903.6;
371367;"BASE POSTE ORNAM.;FE FUND.;DES.43637";UN;0.01;
371370;"BASE POSTE ORNAM.;FE FUNDIDO;TIPO 1014";UN;0.01;
371538;"PORTA POSTE ORNAM.;MOD.TH1-60;FE FUNDID";UN;0.21;
371541;"PORTA POSTE ORNAM.;MOD.8383, FE FUNDIDO";UN;29.73;
371547;"PORTA POSTE ORNAM.;FE FUND;DES.43181/18";UN;0.01;
371559;"PORTA POSTE ORNAM.;FE FUNDIDO;DES.27810";UN;72.74;
372198;"RECEPTÁCULO ILUMINAÇÃO;ADAPT. ROSCA";UN;5.0;
372515;BRACO FE GALV DES DILAE 14496;UN;0.02;
372523;"RELÉ FOTOELÉTRICO ILUM PUB;VER 372700";UN;12.01;
372530;BRACO C1/C2,TUBO ACO CARB.,3M;UN;95.3;
372531;"BRAÇO POSTE ORNAM.;TUBO FE ZIN;2POL;3,3";UN;0.01;
372534;"RELÉ FOTOELÉTRICO ILUM PUB;VER 372700";UN;7.66;
372535;BASE RELE FOTOELETRICO EXTERNA FIXA;UN;5.45;
372536;"RELÉ FOTOELÉTRICO ILUM PUB;22;VER 372700";UN;9.24;
372540;MICRO-CHAVE NA/NF DES.ATM 0235;UN;0.03;
372543;"BRAÇO LUMINÁRIA EXTERNA;IP; VER 601398";UN;54.99;
372602;"CUBA POSTE ORNAM.;LIG.AL;P/GLOBO GE 211";UN;1512.0;
372610;"CUBA POSTE ORNAM.; FE FUNDIDO; S/ANEL";UN;0.01;
372617;"CUBA POSTE ORNAM.;FE FUNDIDO; S/ANEL";UN;0.01;
372624;"CUBA POSTE ORNAM.;FE FUNDIDO; MOD.8046";UN;6.21;
372628;"ORNAMENTO INF.BRAÇO POSTE ORNAM.;FE FUN";UN;242.83;
372654;"LUMINARIA ILUM EXT;FECHADA";UN;0.01;
372658;"COLUNA POSTE ORNAM;FE FUND;DES.27641,IT";UN;164.31;
372659;"COLUNA POSTE ORNAM;FE FUND;DES.27641,IT";UN;923.07;
372687;"LUMINARIA ILUM PUB;VM;125W;1LA";UN;0.01;
372689;"LUMINÁRIA ILUM.PÚB;AL;FECHADA;1X250W;V.S";UN;231.16;
372694;"LUMINARIA EXT;AB;PRATO";UN;120.0;
372700;RELE FOTOELET ELETRONICO 305V 1000W;UN;11.57;
372703;"SUSPENSÃO LUMINÁRIA POSTE ORNAM;DES.L84";UN;0.01;
372723;TIRANTE BRACO C1/C2,ACO CARB.;UN;0.01;
372727;LUMINARIA P/LAMP INCAND OU HG;UN;121.74;
372750;"POSTE ORNAMENTAL;IP;TIPO G;FE FUNDIDO;3";UN;1090.0;
372782;"BRAÇO LUMINÁRIA EXTERNA;IP;AÇO; 25,4mm";UN;13.31;
372783;"LUMINÁRIA ILUMINAÇÃO PÚBLICA;VM;125W;1L";UN;49.68;
372785;"LUMINÁRIA ILUM PÚB;Al;FECH;VER 601940";UN;86.96;
372786;"LUMINÁRIA ILUM.PÚB;Al;FECHADA;1X400W;V.M";UN;313.78;
372900;LUMINÁRIA ONIX 40;UN;673.19;
372901;PROJETOR RD3 - 83;UN;1032.87;
373285;"REFLETOR OND;CONICO;P/LUMIN";UN;79.73;
373288;"REFLETOR ARMAÇÃO SUSPENSA;FE ESM;C/GLOB";UN;0.01;
373326;"SUPORTE I P; PORTA LAMPADA";UN;0.03;
373327;BOCAL P/LUMINARIA CUBA ROSCA E27;UN;17.17;
373345;"SUPORTE I P; BRACO C1,C2 E C2C";UN;0.01;
373350;"SUPORTE POSTE ORNAM.;FE ZINCADO;C/PARAF";UN;1.14;
373366;"ANEL;CUBA GLOBO POSTE ORNAM.;FE FUNDIDO";UN;0.01;
373367;"ARO ORNAM.P/GLOBO GE.124;ARM.NOVA LUZ;A";UN;993.82;
373368;"CUBA POSTE ORNAM.;FE FUNDIDO;MOD.8047";UN;0.01;
373372;"ANEL FIXAÇÃO GLOBO ORNAM.;FE FUNDIDO";UN;2.72;
373450;"CHAVE COM;C MULT IP;2X60A;125V";UN;86.22;
373457;"PONTA ACAB.BRAÇO C1 POSTE ORNAM.;FE FUN";UN;0.01;
373458;"PONTA ACAB;BRACO POSTE;ALUM";UN;0.01;
373707;"PARAFUSO POSTE ORNAM.;S/CABEÇA;1/2X1POL";UN;0.01;
373726;LUMINARIA ILUM EXTERNA ESTACAO;UN;163.93;
373925;GAXETA FELTRO P/ARO ORNAMENTO;UN;0.01;
374065;CABO ALIM 2 X 0,75MM2 0,5M;UN;31.95;
374066;CABO P/MEDIDOR ELO 2183 1,5M;UN;108.54;
374067;TERMINAL COMPRESSAO COBRE CORDOAL 5/8POL;UN;13.89;
374068;TERMINAL COMPRESSAO COBRE CORDOAL 5/8POL;UN;12.1;
374099;"GLOBO POSTE ORNAM.;VIDRO;DES.22934,FL.2";UN;64.0;
374100;"GLOBO POSTE ORNAM.;VIDRO;DES.22934,FL.1";UN;13.17;
374101;"CAPACETE POSTE ORNAM.;VD;DES.22934,FL.1";UN;69.23;
374130;"GLOBO POSTE ORNAM.;VIDRO;DES.22934, FL.";UN;126.99;
374131;"GLOBO POSTE ORNAM.;VIDRO;DES.22934,FL.1";UN;45.72;
374132;"GLOBO POSTE ORNAM.;VIDRO;DES.22934,FL.8";UN;189.19;
374133;"CAPACETE POSTE ORNAM.;VD;DES.22934,FL.8";UN;85.64;
374136;"CAPACETE POSTE ORNAM.;VD;DES.22934,FL20";UN;0.05;
374500;PROTETOR NETWORK RED SUB1600A 30KA 216,5;UN;18275.16;
374501;PROTETOR NETWORK RED SUB1600A 30KA 216,5;UN;15080.01;
374502;PROTETOR NETWORK RED SUB3000A 60KA 216,5;UN;54950.68;
374503;"PROTETOR REDE SUBT.;VER 374500";UN;54000.0;
374504;PROTETOR NETWORK RED SUB1875A 30KA 380V;UN;23495.79;
374505;PROTETOR NETWORK RED SUB1875A 30KA 380V;UN;61032.44;
374506;"RELIGADOR AUTO;TRIFAS;15KV;8KA";UN;15000.0;
374507;"RELIGADOR AUTO;TRIFAS;15KV;8KA";UN;14000.0;
374508;"RELIGADOR AUTO;TRIFAS;15KV;8KA";UN;22680.24;
374509;PARA RAIO AT OXIDO ZINCO 145KV 10KA 60H;UN;3954.38;
374510;"DISPOSITIVO TRANSF.AUT.CARGA;SUBMERSÍVEL";UN;12000.0;
374511;"CHAVE DESLIG.CARGA;15KV;630A";UN;4275.01;
374512;"CHAVE DESLIG.CARGA;34,5KV;630A";UN;8560.85;
374513;"CHAVE DESL.CARGA;34,5KV;MOTORIZADO";UN;8233.4;
374514;CHAVE COMANDO MONO 15,0KV 200A;UN;797.0;
374515;"DISP.TRANSF.AUTO.CARGA;13,8KV;VER 601044";UN;9873.6;
374516;"COMANDO AUTOMÁTICO CAPACITOR;P/CORRENTE";UN;70.0;
374517;"COMANDO AUTOMÁTICO CAPACITORES;POR TEMP";UN;70.0;
374518;"CHAVE OPERAÇÃO CARGA;13,8KV;MOTORIZADA";UN;8500.0;
374519;"CHAVE OPERAÇÃO CARGA;SUBMERS.;15KV;400";UN;9152.0;
374520;"CHAVE DESLIG.CARGA;ÓLEO;15KV;VER 601119";UN;12000.0;
374521;"RELIGADOR AUTOMÁTICO;VER 600968/969/970";UN;31724.88;
374522;RELIGADOR AUTOM;UN;0.01;
374523;RELIGADOR AUTOM;UN;3632.5;
374524;RELIGADOR AUTOM;UN;3060.56;
374525;RELIGADOR AUTOM;UN;3182.52;
374526;RELIGADOR AUTOM;UN;3526.54;
374527;RELIGADOR AUTOM;UN;0.01;
374528;RELIGADOR AUTOM TRIF 38KV 630A;UN;29941.19;
374529;RELIGADOR AUTOM TRIF 38KV 630A TAA;UN;78646.4;
374530;RELIGADOR AUTOM TRIF 34,5KV 600A;UN;32773.46;
374531;RELIGADOR AUTOM TRIF 13,8KV 400A;UN;21914.91;
374532;RELIGADOR AUTOM TRIF 13,8KV 400A;UN;22878.24;
374533;RELIGADOR AUTOM TRIF 13,8KV 400A;UN;4382.98;
374534;PROTETOR NETWORK RED SUB1200A 30KA 216,;UN;17190.51;
374535;CHAVE SECCION;UN;0.01;
374536;CUBICULO;UN;0.01;
374537;PROTETOR NETWORK RED SUB1600A 30KA 216,;UN;9350.01;
374538;RELIGADOR AUTOM TRIF 13,8KV 600A;UN;6554.69;
374539;"RELIGADOR;38KV,SUBEST.;FUNCAO QUALID.";UN;32919.34;
374540;"RELIGADOR;34,5kV;SESD;S/F.ADIC;C/INTEG.";UN;35945.45;
374541;"RELIGADOR;13,8kV;VIA PÚBL.;S/F.AD;C/INT";UN;5296.79;
374542;"RELIGADOR;13,8KV,VIA PÚB.;F.QUAL.;C/INT";UN;20813.41;
374543;"RELIGADOR;34,5KV,SUBEST.;F.QUAL.;C/INT.";UN;37000.0;
374544;PARA RAIO AT OXIDO ZINCO 120KV 10KA 60HZ;UN;7121.7;
374545;REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*;UN;74298.4;
374546;REMOTA FOXBORO - SCD5200;UN;32904.37;
374547;REMOTA FOXBORO - C50;UN;43000.0;
374548;CHAVE INTERRUP 3P 15KV 630A;UN;30000.0;
374549;"CHAVE INTERRUP 3P 15KV 630A; C/ MEDICAO";UN;24618.14;
374550;CUBICULO  INSTALACAO EXTERNA  -  ADVC;UN;36700.0;
374551;CUBICULO  INSTALACAO EXTERNA  - PTCC;UN;21100.0;
374552;RELIGADOR AUTOM TRIF 27KV 630A TAA;UN;26000.0;
374553;RELIGADOR AUTOM TRIF 27KV 630A;UN;32345.89;
374554;MODULO ALIM SCHNEIDER PSU-3-ADVC3;UN;6480.0;
374555;REGULADOR TENSAO 400A 13,8KV 552KVA;UN;64649.2;
374556;REGULADOR TENSAO MONOF 300A 13,8KV/13,8;UN;35000.0;
374557;REGULADOR TENSAO MONOF 400A 13,8KV/13,8;UN;35000.0;
374558;REGULADOR TENSAO MONOF 604A 13,8/13,8KV;UN;80683.68;
374559;MODULO P/ CONTROL PROT RELIG CAPE-ADVC3;UN;13199.36;
374560;BATERIA P/CONTROLE RELIGADOR 24VCC 10AH;UN;919.0;
374561;FERRAGEM FIXACAO ACO P/BANCO REGULADOR;UN;22470.0;
374562;RELE CONTROLADOR DE RELIGADOR;UN;45044.29;
374563;RELIGADOR AUTOM TRIF 34,5KV 630A;UN;50000.0;
374564;RELIGADOR AUTOM TRIF 34,5KV 630A C/TAA;UN;82908.43;
374565;RELIGADOR AUTOM TRIF 13,8KV 630A;UN;42173.9;
374566;RELIGADOR AUTOM TRIF 13,8KV 630A C/TAA;UN;60000.0;
375000;CONVERSOR INTERFACE RS232/EURIDIS;UN;1157.7;
375001;ADAPTADOR RS2000 CROSS NULL MODEM;UN;205.82;
375002;FILTRO P/SIST COMUNIC ITRON NF33.40.50;UN;215.0;
375003;CAIXA P/ACOPLAM. DERIVACAO PROJETO SMLC;UN;44.16;
375004;"CONCENTRADOR DE DADOS PARA REDE 485;SMLC";UN;838.77;
375005;CABO COMUNIC P/LEITURA CENTR REDE PRINC;UN;6.06;
375006;CONVERSOR DE REDE RS232/RS485 P/ SMLC;UN;1270.16;
375007;FONTE ALIMENTAÇÃO P/ CONVERSOR DE REDE;UN;460.23;
375008;TELEMETRIA CELULAR P/ LEITURA DE MEDIDOR;UN;709.49;
375009;CABO CONTR COBRE CL5 PVC 9X26 1,80M;UN;48.85;
375010;EQUIPAMENTO DE COMUNICAÇÃO GPRS/GSM;UN;807.31;
375011;BATERIA PARA TELEMETRIA CELULAR;UN;19.7;
375012;ANTENA GSM TRI-BAND;UN;41.43;
375013;FONTE MONO-SLOT 85~280VAC S12V 1A;UN;45.45;
375014;MULTIPLEXADOR SPLITTER;UN;413.06;
375015;"CONVERSOR SINAL; RS2000; RS232/RS485";UN;88.59;
375016;ROTEADOR PLC BAIXA TENSÃO;UN;2120.95;
375017;CABO DE COMUNICAÇÃO CMBUS ITRON;UN;275.19;
375018;GABINETE PARA INSTALAÇÃO DE MÓDULOS;UN;287.17;
375019;FONTE DE ALIMENTACAO MULTI LITE;UN;400.9;
375020;ANTENA DE COMUNICAÇÃO CELULAR;UN;70.0;
375021;CONVERSOR OPTICO/RS232;UN;113.47;
375022;PLACA RS2000 DE COMUNICAÇAO GSM;UN;825.54;
375023;ANTENA GSM 4BAND BASE MAGNETICA;UN;125.09;
375024;FIBRA UTILIZADA EM CONVERSOR DE MÍDIA;UN;13.7;
375025;CONECTOR PARA FIBRA ÓPTICA PLÁSTICA;UN;5.6;
375026;MODULO CAS TECNOLOGIA 100.0107.00;UN;277.08;
375027;MODULO ELET CAS TECNOLOGIA 100.0075.00;UN;320.0;
375028;CABO CAS TECNOLOGIA ABNT NBR 14522;UN;169.17;
375029;CABO CAS TECNOLOGIA 130.0086.00 EIA232;UN;39.57;
375030;CABO COBRE COB CL4OU5 EPR BR 1,50MM2;UN;42.72;
375031;CABO COBRE COB CL4OU5 EPR VD 1,50MM2;UN;42.31;
375032;CABO COBRE COB CL4OU5 EPR PT 1,50MM2;UN;90.2;
375033;CABO COBRE COB CL4OU5 EPR VM 1,50MM2;UN;86.04;
375034;TELEMETRIA  CELULAR  P/TRANSMISSAO DADOS;UN;1320.36;
375035;EQUIPAMENTO DE COMUNICACAO GPRS/GMS;UN;1507.42;
375036;INTERFACE RS2000 MULTIFUNCAO V3.0;UN;249.0;
375037;CABO COMUNIC P/LEITURA CENTR REDE SECUND;UN;3.2;
375038;PLACA RS2000 ETHERNET MULTI LITE;UN;1416.73;
375039;CABO RS2000 ENERGIA SPLITER 8 MINI-FIT;UN;157.71;
375040;TELEMETRIA CELULAR TRAN DADOS C/SIM CARD;UN;1162.65;
375041;CABO SENSOR PEPPERL FUCHS-V15-G-15M-PVC;UN;131.38;
375042;ACOPLADOR OPTICO P/ RELE 24 VDC WEIDMUL;UN;207.07;
375043;SENSOR TEMPERATURA BCM-31020217-4;UN;579.49;
375044;REPETIDOR P/ SINAL SERIAL 485;UN;1120.94;
375045;CALIBRADOR P/ CABO OPTICO RS2000;UN;528.16;
375046;CABO P/SIST COMUNICACAO 3,0M LMR-400;UN;270.82;
375047;CABO P/SIST COMUNICACAO 5,0M LMR-400;UN;374.22;
375048;CABO P/SIST COMUNICACAO 7,0M LMR-400;UN;392.54;
375049;ANTENA 5DBI 902-928MHZ LANDIS GYR-MMG-11;UN;285.84;
375050;CABO ALIM CU 6,0M LANDIS GYR-RAM 1011;UN;1019.55;
375051;SUPORTE FIXACAO ACO CARB P/RADIO WANGATE;UN;281.16;
375052;CABO P/REDE COMUNICACAO 152,4MM RG316;UN;90.68;
375053;CABO P/REDE COMUNICACAO 152,4MM 2N-MACHO;UN;75.0;
375054;CABO 75 CM RS2000 CAS 130.0160.20;UN;140.0;
375055;CONECTOR DB9 FEMEA S/CAPA;UN;236.0;
375056;CONECTOR DB9 MACHO S/CAPA;UN;168.82;
375057;CONECTOR DB25 FEMEA S/CAPA;UN;196.33;
375058;CONECTOR DB25 MACHO S/CAPA;UN;199.61;
375059;CAPA P/CONECTOR DB9;UN;158.03;
375060;CAPA P/CONECTOR DB25;UN;156.39;
375061;CABO MANGA 6X26 AWG;UN;16.33;
375062;CABO COMUNIC 0,5M 26AWG CAS 130.1011.00;UN;68.0;
375063;FONTE ALIM 12V 4,2W CAS 132.0004.00;UN;120.0;
375064;ACOPLADOR OTICO CAS 100.0076.00;UN;535.75;
375065;CABO FBR OTICA SUBTERR SM 36FBR 14,3MM;UN;4500.0;
375066;MODULO CAS TECNOLOGIA 100.0158.12;UN;627.97;
375067;MODULO CAS TECNOLOGIA 100.0158.13;UN;396.82;
375068;CONJUNTO MODULO RF LANDIS GYR C410R;UN;576.13;
375069;ANTENA MOVEL 6 DBI LANDIS GYR;UN;91.35;
375070;ADAPTADOR COAXIAL RF;UN;52.4;
375071;TERMINAL WIFI P/RELIGADORES BI2IT TW1000;UN;2145.93;
375072;MODEM OTICO RS-232 2.4-19.2KBPS NULEC;UN;520.0;
380842;"ISOLADOR DISCO;PORCELANA;D45-1";UN;0.0;
391005;CAIXA MEDIDOR POLIFÁSICO;UN;120.0;
391006;MEDIDOR REGISTRADOR DISTÚRBIOS ELÉTRICOS;UN;55000.0;
391007;MEDIDOR REGISTRADOR GRANDEZAS ELÉTRICAS;UN;2000.0;
391008;"FONTE POTÊNCIA AC/DC PROGRAMÁVEL;5 KVA";UN;60000.0;
391016;"MEDIDOR ENERGIA ATIVA;MONOF.;15A;120V;1F";UN;52.67;
391017;"MEDIDOR ENERGIA ATIVA;POLIF.;15A;120V;3F";UN;116.29;
391018;"MEDIDOR ENERGIA ATIVA;POLIF.;15A;120V;2F";UN;163.24;
391019;"MEDIDOR ENERGIA ATIVA;POLIF;2,5A;120V;3F";UN;168.73;
391020;"MEDIDOR ENERGIA ATIVA;POLIF;2,5A;240V;3";UN;127.87;
391026;"MEDIDOR ENERGIA ATIVA;RURAL;15A;240V;1F";UN;72.55;
391027;"MEDIDOR ENERGIA ATIVA;POLIF.;15A;240V;3F";UN;177.79;
391028;"MEDIDOR ENERGIA ATIVA;POLIF.;30A;120V;3";UN;257.04;
391064;MEDIDOR ELETR MULTIF 5A POLIF 4F 3E;UN;12000.0;
391071;"MEDIDOR ENERGIA ATIVA;MONOFÁS;15A;CICLO";UN;36.49;
391072;"MEDIDOR ENERGIA ATIVA;MONOF;RURAL;CICLO";UN;24.64;
391073;"MEDIDOR ENERGIA ATIVA;POLIFAS;15A;CICLO";UN;92.37;
391074;"MEDIDOR ENERGIA ATIVA;POLIFAS;15A;CICLOM";UN;88.1;
391075;"MEDIDOR COMPARATIVO KWH;1000A;TRIFASICO";UN;2100.0;
391076;"MEDIDOR ENERGIA ATIVA;POLIFASICO;2,5A";UN;85.0;
